Move_ID,Line_ID,Slot,Name,Name_S1,Name_S2,Name_S3,Power_S1,Power_S2,Power_S3,Cooldown,Effect_S1,Effect_S2,Effect_S3,Synergy,Anti,VFX_Description,Targets,Level_Learned,Level_Upgrade_V2,Level_Upgrade_V3
M-VOIDHOUND-3,VOIDHOUND,3,Bite Written in Fate,Predestined Bite,Fated Bite,Bite Written in Fate,30,40,50,0,Damage only.,Damage; +15% more if user acted before the target this turn.,Damage; +20% more if user acted before the target this turn.,-,-,"The jaws close where the target arrives, not where it was.",enemy+self,1,28,52
M-VOIDHOUND-4,VOIDHOUND,4,Scent of All Endings,Scent of Endings,Scent the Ending,Scent of All Endings,0,0,0,1,"Death-Marked: +10% more to the target, 2t.","Death-Marked: user deals +15% more to the target, 3t.","Death-Marked: user deals +20% more to the target, 3t.",-,-,The hound inhales once; something in the target's shadow flinches.,enemy+self,7,28,52
M-DOPPELGANGER-1,DOPPELGANGER,1,Reflection Made Flesh,Rough Copy,Perfect Reflection,Reflection Made Flesh,70,95,120,3,Damage; +20% more vs targets with any active buff.,Damage; +30% more vs targets with any active buff.,Damage; +40% more vs targets with any active buff.,-,-,For one frame the two silhouettes are identical. Then one falls.,enemy,22,29,53
M-DOPPELGANGER-2,DOPPELGANGER,2,Strike From the Glass,Mirror Jab,Mirrored Strike,Strike From the Glass,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,"Your own arm, thrown back at you a half-beat late.",enemy,1,29,53
M-DOPPELGANGER-3,DOPPELGANGER,3,Stolen Form,Copied Stance,Stolen Stance,Stolen Form,0,0,0,2,Remove 1 buff from the target.,Steal 1 buff from the target.,Steal 1 buff from the target.,-,-,The reflection adjusts its posture; suddenly the advantage is on its side.,enemy,8,29,53
M-DOPPELGANGER-4,DOPPELGANGER,4,The Face You Trust,Familiar Face,Borrowed Face,The Face You Trust,0,0,0,2,"Unsettled: target -10% Attack, 1t.","Unsettled: target -10% Attack, 2t.","Unsettled: target -15% Attack, 2t.",-,-,"It turns around. The face is the target's own, slightly wrong.",enemy,15,29,53
M-NOSFERATU-1,NOSFERATU,1,The Red Formality,Cold Greeting,Red Formality,The Red Formality,95,130,160,4,Damage; user heals 20% of damage dealt.,"Damage; user heals 30% of damage dealt; Bled Dry: target's healing received -40%, 2t.","Damage; user heals 40% of damage dealt; Bled Dry: target's healing received -50%, 2t.",-,-,"A single courteous bow, a single motion, and the matter is settled.",enemy+self,22,29,52
M-NOSFERATU-2,NOSFERATU,2,Feast of the Pale Court,Noble Feast,Noble's Feast,Feast of the Pale Court,70,95,120,2,Damage; user heals 25% of damage dealt.,Damage; user heals 40% of damage dealt.,Damage; user heals 50% of damage dealt.,-,-,The noble feeds with terrible etiquette; not a drop is wasted.,enemy+self,8,29,52
M-NOSFERATU-3,NOSFERATU,3,Contempt of Centuries,Contempt,Cold Contempt,Contempt of Centuries,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,A gloved backhand delivered without looking.,enemy,1,29,52
M-NOSFERATU-4,NOSFERATU,4,Presence That Commands Blood,Command Presence,Commanding Presence,Presence That Commands Blood,0,0,0,2,"Cowed: target -10% Attack, 1t.","Cowed: target -10% Attack, 2t.","Cowed: target -15% Attack, 2t.","Vampiric allies gain +15% Attack, 2t.",-,The ancient meets the target's eyes; the target looks away first.,enemy,15,29,52
M-PHYLACTERY-1,PHYLACTERY,1,Gemfire Cataclysm,Gem Spark,Gemfire Bolt,Gemfire Cataclysm,50,65,80,1,Damage only.,Damage only.,Damage only.,-,+30% damage vs Void targets.,A lance of violet flame drawn straight from the buried soul-vessel.,enemy,8,30,53
M-PHYLACTERY-2,PHYLACTERY,2,Soulfire Lance,Soulspark,Soulfire Spark,Soulfire Lance,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,A mote of pale fire leaps from the gem-vein to the target.,enemy,1,30,53
M-PHYLACTERY-3,PHYLACTERY,3,Curse of the Leaden Heart,Leaden Curse,Curse of Lead,Curse of the Leaden Heart,0,0,0,2,"Soulweight: target -1 Speed stage, 1t.","Soulweight: target -1 Speed stage and -5% Attack, 2t.","Soulweight: target -1 Speed stage and -10% Attack, 2t.",-,-,The target's shadow doubles in darkness and drags at its heels.,enemy,15,30,53
M-PHYLACTERY-4,PHYLACTERY,4,Soul Beyond Reach,Soul Aside,Soul Elsewhere,Soul Beyond Reach,0,0,0,4,"Once per battle: survive with 1 HP, then user -20% Defense, 1t.",Once per battle: the first killing blow this battle leaves the user at 1 HP instead.,Once per battle: the first killing blow this battle leaves the user at 1 HP instead.,-,-,"The body cracks apart — and re-knits, anchored to a light inside the wall.",self,23,30,53
M-SPECULUM-1,SPECULUM,1,Step Through the Glass,Glass Step,Step Through,Step Through the Glass,95,130,160,4,Damage; ignores 15% of target Defense.,Damage; ignores 25% of target Defense.,Damage; ignores 30% of target Defense.,-,+40% damage vs Spectral targets.,A hand — then more than a hand — exits the surface at the target.,enemy,24,32,55
M-SPECULUM-2,SPECULUM,2,Cut From the Wrong Side,Backwards Cut,Reversed Cut,Cut From the Wrong Side,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,The wound appears before the surface finishes moving.,enemy,1,32,55
M-SPECULUM-3,SPECULUM,3,What the Mirror Keeps,What It Shows,What It Reflects,What the Mirror Keeps,0,0,0,2,"Reflected Doubt: target -5% Attack, 1t.","Copy the target's newest buff to self; Reflected Doubt: target -5% Attack, 2t.","Copy the target's newest buff to self; Reflected Doubt: target -10% Attack, 2t.",-,-,The blank surface ripples; something the target owned now shows on it.,enemy+self,8,32,55
M-SPECULUM-4,SPECULUM,4,And Nothing Looks Back,Empty Glass,Nothing Looks Back,And Nothing Looks Back,0,0,0,2,"The next creature to hit the user gains Hollow Gaze: -10% Attack, 1t.","The next creature to hit the user gains Hollow Gaze: target -15% Attack, 2t.","The next creature to hit the user gains Hollow Gaze: target -20% Attack, 2t.",-,-,Attackers see themselves absent from the mirror — and hesitate.,enemy,16,32,55
M-CINDERSHARD-1,CINDERSHARD,1,Shearwind Detonation,Gust Crack,Windshear Burst,Shearwind Detonation,95,130,160,4,"Damage; Windshorn: target -5% Defense, 1t.","Damage; Windshorn: target -5% Defense, 2t.","Damage; Windshorn: target -10% Defense, 2t.",-,-,The shard splits violently in two; both halves are already regrowing.,enemy,18,24,47
M-CINDERSHARD-2,CINDERSHARD,2,Vortex Maelstrom,Draft Storm,Galestorm,Vortex Maelstrom,50,65,80,1,Damage as 2 hits.,Damage as 3 hits.,Damage as 3 hits.,-,-,The fragment spins; a halo of glass splinters saws outward.,enemy,6,24,47
M-CINDERSHARD-3,CINDERSHARD,3,Razorwind Cut,Wind Nick,Wind Slash,Razorwind Cut,30,40,50,0,Damage only.,"Damage; Razor Draft: target bleeds 2% max HP/turn, 2t.","Damage; Razor Draft: target bleeds 3% max HP/turn, 2t.",-,-,"A flake of itself, flicked hard enough to bury.",enemy,1,24,47
M-CINDERSHARD-4,CINDERSHARD,4,Endless Replication,Self-Split,Self-Replicate,Endless Replication,0,0,0,2,"+20% Defense (self, 2t).","+25% Defense (self, 2t); attackers take 5% of their damage back.","+30% Defense (self, 2t); attackers take 10% of their damage back.",-,-,New shards crystallize from the heat-haze and slot into place.,self+enemy,12,24,47
M-ASHWALKER-1,ASHWALKER,1,Bonefire Procession,Ember March,Bonefire March,Bonefire Procession,70,95,120,3,Damage; +20% more vs targets with Ashlung.,Damage; +30% more vs targets with Ashlung.,Damage; +40% more vs targets with Ashlung.,-,+30% damage vs Beast targets.,"It walks through its own cloud, igniting it as it comes.",enemy,18,24,43
M-ASHWALKER-2,ASHWALKER,2,Pyre Shackle,Ash Cuff,Cinder Shackle,Pyre Shackle,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,A grey fist that leaves a powder print.,enemy,1,24,43
M-ASHWALKER-3,ASHWALKER,3,Purpose Beyond Death,Lingering Will,Residual Purpose,Purpose Beyond Death,0,0,0,2,"cleanse 1 debuff; +15% Defense (self, 2t).","Cleanse up to 2 self debuffs; +20% Defense (self, 2t).","Cleanse all self debuffs; +25% Defense (self, 2t).",-,-,"The golem straightens; whatever it was for, it remembers enough.",self,6,24,43
M-ASHWALKER-4,ASHWALKER,4,Smothering Ashfall,Ash Puff,Choking Cloud,Smothering Ashfall,0,0,0,2,"Ashlung: target -10% Attack, 1t.","Ashlung: target -10% Attack, 2t.","Ashlung: target -15% Attack, 2t.",-,-,"The walker exhales a slow, hot grey plume that hangs at head height.",enemy,12,24,43
M-MOLOCH-1,MOLOCH,1,Maw of Burnt Offerings,Hungry Maw,Sacrificial Maw,Maw of Burnt Offerings,95,130,160,4,Damage; +20% more vs targets below 50% HP.,Damage; +30% more vs targets below 50% HP.,Damage; +40% more vs targets below 50% HP.,-,-,The belly-grate opens. The fire inside is very old and very hungry.,enemy,17,23,45
M-MOLOCH-2,MOLOCH,2,Fist of the Brass Idol,Idol Fist,Brazen Fist,Fist of the Brass Idol,50,65,80,0,Damage only.,Damage only.,Damage only.,-,-,A hand of furnace-hot iron falls like a verdict.,enemy,1,23,45
M-MOLOCH-3,MOLOCH,3,Belly of Devouring Flame,Furnace Belly,Furnace Gut,Belly of Devouring Flame,0,0,0,2,"Branded: 3%/turn, 1t.","The next creature to hit the user gains Branded: target takes 2% max HP/turn, 2t.","The next creature to hit the user gains Branded: target takes 3% max HP/turn, 2t.",-,-,The belly-grate glows white; touching the idol has a price.,enemy,6,23,45
M-MOLOCH-4,MOLOCH,4,Adoration of the Furnace God,Iron Adoration,Brazen Adoration,Adoration of the Furnace God,0,0,0,2,"+25% Defense (self, 2t).","+30% Defense (self, 2t).","+35% Defense (self, 2t).","Construct allies gain +15% Defense, 2t.",-,The idol settles into worship-stillness; its plates seal seamlessly.,self,12,23,45
M-BLAZEWYRM-1,BLAZEWYRM,1,Wyrmflare Conflagration,Flare Spit,Wyrmflare,Wyrmflare Conflagration,95,130,160,3,Damage only.,Damage only.,Damage only.,-,+45% damage vs Floral targets.,The wyrm rears and exhales its own body-heat in one white cone.,enemy,18,24,46
M-BLAZEWYRM-2,BLAZEWYRM,2,Immolating Coil,Fire Coil,Burning Coil,Immolating Coil,70,95,120,2,"Damage; Cindered: target -5% Defense, 1t.","Damage; Cindered: target -5% Defense, 2t.","Damage; Cindered: target -10% Defense, 2t.",-,-,Burning loops stack around the target and tighten.,enemy,12,24,46
M-BLAZEWYRM-3,BLAZEWYRM,3,Cinderwhip Fury,Flame Lash,Flame Whipcrack,Cinderwhip Fury,30,40,50,0,Damage only.,"Damage; Kindling: target takes 2% max HP/turn, 2t.","Damage; Kindling: target takes 3% max HP/turn, 2t.",-,-,A whip of living fire licks across the target.,enemy,1,24,46
M-BLAZEWYRM-4,BLAZEWYRM,4,Trail of Embers,Scorch Trail,Blazing Trail,Trail of Embers,0,0,0,1,"Self +1 Speed stage, 1t.","Self +1 Speed stage, 1t; the next creature to hit the user gains Kindling: 2% max HP/turn, 1t.","Self +1 Speed stage, 1t; the next creature to hit the user gains Kindling: 3% max HP/turn, 1t.",-,-,"The serpent accelerates, its wake a line of standing flame.",self+enemy,6,24,46
M-INFERNOCHIMERA-1,INFERNOCHIMERA,1,Three Heads One Hunger,Three Bites,Three Heads One Roar,Three Heads One Hunger,95,130,160,4,Damage; +10% more per active damage-over-time on the target (max +20%).,Damage; +10% more per active damage-over-time on the target (max +35%).,Damage; +15% more per active damage-over-time on the target (max +45%).,-,-,For once the heads agree. All three bite the same place.,enemy,20,26,49
M-INFERNOCHIMERA-2,INFERNOCHIMERA,2,Elemental Convergence,Split Breath,Trisected Breath,Elemental Convergence,70,95,120,2,Damage as 2 hits.,"Damage as 3 hits; each applies Elemental Burn: 1% max HP/turn, 1t.","Damage as 3 hits; each applies Elemental Burn: 2% max HP/turn, 1t.",-,-,Three breath-cones of different colours converge on one point.,enemy,7,26,49
M-INFERNOCHIMERA-3,INFERNOCHIMERA,3,Threefold Evisceration,Threefold Snap,Threefold Rend,Threefold Evisceration,30,40,50,0,Damage as 2 hits.,Damage as 3 hits.,Damage as 3 hits.,-,-,"Three heads strike in sequence — left, right, center.",enemy,1,26,49
M-INFERNOCHIMERA-4,INFERNOCHIMERA,4,Roar of Three Furies,Discordant Roar,Cacophonous Roar,Roar of Three Furies,0,0,0,2,"Rattled: target -10% Attack, 1t.","Rattled: target -5% Attack and -5% Defense, 1t.","Rattled: target -10% Attack and -10% Defense, 1t.",-,-,Three voices roar three different notes; the dissonance hits like heat.,enemy,13,26,49
M-FERRODRAKE-1,FERRODRAKE,1,Blastfurnace Cataclysm,Furnace Roar,Blastfurnace Roar,Blastfurnace Cataclysm,95,130,160,4,Damage only.,Damage only.,Damage only.,-,+40% damage vs Construct targets.,The chest-furnace doors swing open mid-roar; the blast is industrial.,enemy,23,31,54
M-FERRODRAKE-2,FERRODRAKE,2,Molten Rivet Barrage,Molten Rivets,Rivet Barrage,Molten Rivet Barrage,50,65,80,1,"Damage; Rivetburn: target -5% Defense, 1t.","Damage; Rivetburn: target -5% Defense, 2t.","Damage; Rivetburn: target -10% Defense, 2t.",-,-,White-hot rivets fire from the shoulder-plates like grapeshot.,enemy,8,31,54
M-FERRODRAKE-3,FERRODRAKE,3,Foundry-Forged Bite,Pig-Iron Bite,Cast-Iron Bite,Foundry-Forged Bite,50,65,80,0,Damage only.,Damage only.,Damage only.,-,-,Jaws of cast iron close with a foundry clang.,enemy,1,31,54
M-FERRODRAKE-4,FERRODRAKE,4,Slagplate Armor,Foundry Hide,Tempered Hide,Slagplate Armor,0,0,0,2,"+25% Defense (self, 2t).","+30% Defense (self, 2t); attackers take 5% of their damage back.","+35% Defense (self, 2t); attackers take 10% of their damage back.",-,-,The plates seat themselves tighter; rivets glow along the seams.,self+enemy,16,31,54
M-IGNIFER-1,IGNIFER,1,Uncontainable Inferno,Flare Up,Uncontained,Uncontainable Inferno,95,130,160,4,Damage; user loses 10% max HP.,Damage; user loses 10% max HP.,Damage; user loses 10% max HP.,-,+40% damage vs Fungal targets.,The dragon stops holding itself together. Briefly. Deliberately.,enemy+self,21,28,51
M-IGNIFER-2,IGNIFER,2,Total Containment Failure,Containment Failure,Breach Event,Total Containment Failure,70,95,120,2,"Damage; Leak: 3%/turn, 1t.","Damage; Firestorm Leak: target takes 3% max HP/turn, 2t.","Damage; Firestorm Leak: target takes 4% max HP/turn, 2t.",-,-,A scale lifts; a jet of the inner storm escapes at the target.,enemy,14,28,51
M-IGNIFER-3,IGNIFER,3,Slash of Living Fire,Cinder Slash,Cinder Scythe,Slash of Living Fire,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,A claw of banked embers drags four glowing lines.,enemy,1,28,51
M-IGNIFER-4,IGNIFER,4,Feed the Conflagration,Stoke,Stoke the Core,Feed the Conflagration,0,0,0,1,"Self +20% Attack, 2t.","Self +30% Attack, 2t.","Self +35% Attack, 2t.",-,-,The internal firestorm brightens through the scale-seams.,self,7,28,51
M-VIGIL-1,VIGIL,1,Contingency Absolute,Standing Watch,Contingency Zero,Contingency Absolute,95,130,160,4,Damage; +25% more if any ally was damaged last turn.,Damage; +40% more if any ally was damaged last turn.,Damage; +50% more if any ally was damaged last turn.,-,-,Something long-dormant authorizes force. The response is total.,enemy+ally,22,29,52
M-VIGIL-2,VIGIL,2,Strike of the Last Warden,Warden Strike,Warden's Strike,Strike of the Last Warden,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,"A measured blow, exactly as hard as required and no harder.",enemy,1,29,52
M-VIGIL-3,VIGIL,3,Orders That Outlive Masters,Standing Order,Standing Orders,Orders That Outlive Masters,0,0,0,2,"+20% Defense (self, 2t).","+25% Defense (self, 2t); if the user was not hit last turn, also +10% Attack, 2t.","+30% Defense (self, 2t); if the user was not hit last turn, also +15% Attack, 2t.",-,-,The construct resets to its waiting posture; readiness accumulates.,self,8,29,52
M-VIGIL-4,VIGIL,4,Protocol of the Eternal Watch,Protocol Shield,Shield Protocol,Protocol of the Eternal Watch,0,0,0,2,"One ally takes -20% damage, 1t.","One ally takes -30% damage, 1t.","One ally takes -35% damage, 1t.",Construct allies take -50% damage instead.,-,A barrier of pale instruction-light projects in front of the ally.,ally,15,29,52
M-PYRIEL-1,PYRIEL,1,Before There Was Light,First Spark,Before the Light,Before There Was Light,95,130,160,4,Damage; ignores 10% of target Defense.,"Damage; ignores 20% of target Defense; applies Unquenchable: 4% max HP/turn, 2t.","Damage; ignores 25% of target Defense; applies Unquenchable: 5% max HP/turn, 2t.",-,+35% damage vs Celestial targets.,Everything dims except the burning. The burning was here first.,enemy,24,32,56
M-PYRIEL-2,PYRIEL,2,Spark of the First Dawn,Primordial Spark,Primordial Flare,Spark of the First Dawn,50,65,80,0,Damage only.,Damage only.,Damage only.,-,-,A single spark older than colour; it lands like a hammer.,enemy,1,32,56
M-PYRIEL-3,PYRIEL,3,Flame Before Creation,First Flame,The First Flame,Flame Before Creation,0,0,0,2,"Unquenchable: target takes 3% max HP/turn, 2t; cannot be cleansed.","Unquenchable: target takes 4% max HP/turn, 2t; cannot be cleansed.","Unquenchable: target takes 5% max HP/turn, 2t; cannot be cleansed.",-,-,"A small, patient flame that ignores water, wind, and argument.",enemy,8,32,56
M-PYRIEL-4,PYRIEL,4,Anointment of the Pyre,Anoint in Fire,Baptism of Fire,Anointment of the Pyre,0,0,0,2,"One ally +15% Attack, 2t.","One ally +20% Attack, 2t.","One ally +25% Attack, 2t.",Elemental and Demon allies gain +40% Attack instead.,-,"Fire passes over the ally without burning — a coronation, not an attack.",ally,16,32,56
M-DEMIURGE-1,DEMIURGE,1,Total Deprecation,Redline,Deprecation,Total Deprecation,95,130,160,4,Damage; +20% more vs targets with Flawed Make.,Damage; +30% more vs targets with Flawed Make.,Damage; +40% more vs targets with Flawed Make.,-,+35% damage vs Construct targets.,"The target's outline is redrawn without its best features, then struck.",enemy,22,29,54
M-DEMIURGE-2,DEMIURGE,2,Authorial Erasure,Editing Stroke,Correcting Stroke,Authorial Erasure,50,65,80,0,Damage only.,Damage only.,Damage only.,-,-,"A single line is drawn through the target, as through a word.",enemy,1,29,54
M-DEMIURGE-3,DEMIURGE,3,Rewrite All Terms,Rewrite Terms,Rewrite the Terms,Rewrite All Terms,0,0,0,3,Transfer 1 debuff from self to the target.,Transfer up to 2 self debuffs to the target.,Transfer all self debuffs to the target.,-,-,The designer annotates; the errors change ownership.,enemy+self,15,29,54
M-DEMIURGE-4,DEMIURGE,4,Flaw by Design,Design Flaw,Intended Flaw,Flaw by Design,0,0,0,2,"Flawed Make: target -10% Defense, 1t.","Flawed Make: target -10% Defense and -5% Attack, 2t.","Flawed Make: target -15% Defense and -10% Attack, 2t.","Celestial and Eldritch allies gain +15% Attack, 2t.",-,"Blueprint-lines flicker over the target, highlighting one joint in red.",enemy,8,29,54
