ID,Line_ID,Stage,Name,Type_Primary,Type_Secondary,Type_Tertiary,Background_Key,Rarity,Floor_Found,Encounter_Type,Evolves_From,Evolves_To,Evolve_Level,Grade_Attack,Grade_Defense,Grade_Utility,Grade_Speed,Description,Image_Prompt,Image_Path,Home_Zone,Art_Status,BG_Status,Option_Slots,Sync_Status,Revision_Reason
DFMC-106,PLAGUECARRIER,1,Vector,Insect,Parasite,,"White (255,255,255)",Common,4;14;24,Outdoors,,DFMC-107,33,3,4,7,7,A beetle whose shell hosts a colony of smaller parasites.,"A fresh painterly dark-fantasy illustration of the very same creature shown in the reference image, as its INFANT larval stage: a small young parasite-hosting grub in the same grey-brown coloration as the reference, a soft segmented larva with only a few tiny bored holes and a couple of small emerging pale parasites, underdeveloped legs, one clouded eye — clearly a juvenile of the reference creature. As a Insect/Parasite creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings; and parasitic growths and burrowing organisms erupting from or clinging to its body. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-106.png,Swarm Thicket,approved,bg_approved,A,not_imported,
DFMC-107,PLAGUECARRIER,2,Contagion,Insect,Parasite,,"White (255,255,255)",Common,37;47;57,Fishing,DFMC-106,DFMC-108,66,3,4,7,7,A beetle whose shell hosts a colony of smaller parasites.,"A broad beetle whose matte grey-brown shell is riddled with neat bored holes, pale yellow parasites constantly emerging and retreating from them, but deeply wrong: one compound eye is clouded dead-white, two of its six legs are replaced by writhing clusters of parasite bodies working in unison, amber resin drips from the colonized seams, and a second smaller parasite-swarm bulges beneath a cracked wing case. As a Insect/Parasite creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings; and parasitic growths and burrowing organisms erupting from or clinging to its body. On a solid flat pure white background, just the creature and nothing else. Full body in a combat-ready stance, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the center 70% of the frame with generous empty background margin on all sides — nothing even close to any edge. Painterly dark-fantasy illustration, dramatic rim lighting with clear mid-key exposure, vivid readable colors, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-107.png,Swarm Thicket,approved,crop_approved,A,not_imported,
DFMC-108,PLAGUECARRIER,3,Plaguecarrier,Insect,Parasite,,"White (255,255,255)",Common,71;81;91,Outdoors,DFMC-107,,,3,4,7,7,A beetle whose shell hosts a colony of smaller parasites.,"A fresh painterly dark-fantasy illustration of the very same creature shown in the reference image, keeping its overall design but with ONE key correction: its wings must be hard chitinous BEETLE wings — a pair of rigid segmented insect elytra wing-cases lifting to reveal folded membranous beetle hindwings beneath — absolutely NOT leathery bat wings, NOT skin membranes stretched on finger-bones. A huge plague-beetle with a prominent forward horn, a shell riddled with bored holes teeming with pale parasites, extra parasite-cluster limbs, oozing amber resin, multiple clouded eyes, hard beetle elytra wings spread. As a Insect/Parasite creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings; and parasitic growths and burrowing organisms erupting from or clinging to its body. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-108.png,Swarm Thicket,approved,bg_approved,A,not_imported,
DFMC-109,DEVOUT,1,Novice,Insect,Fey,,"Magenta (255,0,255)",Rare,4;15;27,Outdoors,,DFMC-110,33,4,3,8,8,"A mantis of eerie grace that seems to vanish between blinks (its ""prayer"" is a lie).","Generated from the Stage 2 reference image: the infant version of this creature on the same chroma magenta background, just the creature and nothing else. As a Insect/Fey creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings; and an eerie ethereal glow, delicate uncanny features, drifting motes of faint fairy-light.",codex/images/DFMC-109.png,Swarm Thicket,approved,bg_approved,A,not_imported,
DFMC-110,DEVOUT,2,Acolyte,Insect,Fey,,"Magenta (255,0,255)",Rare,37;48;61,Fishing,DFMC-109,DFMC-111,66,4,3,8,8,"A mantis of eerie grace that seems to vanish between blinks (its ""prayer"" is a lie).","A tall mantis of bone-ivory exoskeleton with faint gold joints, standing in an unnaturally still prayer pose. Its head rotates too far around, its eyes are featureless black voids, the folded forelimbs are serrated blades longer than its body, its wings are shards of dark stained glass, and a faint after-image doubles its outline half a step behind. As a Insect/Fey creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings; and an eerie ethereal glow, delicate uncanny features, drifting motes of faint fairy-light. On a solid flat chroma-key magenta background, just the creature and nothing else. Full body, centered, painterly dark-fantasy illustration, dramatic rim lighting with clear mid-key exposure, vivid readable colors, one single cohesive creature, no text, no props, no scenery. No floating or detached parts.",codex/images/DFMC-110.png,Swarm Thicket,needs_art_revision,bg_approved,A,not_imported,legacy_gen_model (not gpt-image-2)
DFMC-111,DEVOUT,3,Devout,Insect,Fey,,"Magenta (255,0,255)",Rare,71;82;94,Outdoors,DFMC-110,,,4,3,8,8,"A mantis of eerie grace that seems to vanish between blinks (its ""prayer"" is a lie).","Generated from the Stage 2 reference image: the final form evolution version of this creature on the same chroma magenta background, just the creature and nothing else. As a Insect/Fey creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings; and an eerie ethereal glow, delicate uncanny features, drifting motes of faint fairy-light.",codex/images/DFMC-111.png,Swarm Thicket,approved,bg_approved,A,not_imported,
DFMC-112,LOCUST,1,Nymph,Insect,,,"Magenta (255,0,255)",Rare,4;16;27,Outdoors,,DFMC-113,34,9,3,3,7,A single drone of a distributed swarm-mind; killing one summons more.,"Generated from the Stage 2 reference image: the infant version of this creature on the same chroma magenta background, just the creature and nothing else. As a Insect creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings.",codex/images/DFMC-112.png,Swarm Thicket,approved,bg_approved,A,not_imported,
DFMC-113,LOCUST,2,Hopper,Insect,,,"Magenta (255,0,255)",Rare,37;49;61,Fishing,DFMC-112,DFMC-114,67,9,3,3,7,A single drone of a distributed swarm-mind; killing one summons more.,"A heavy locust in vivid sulfur-yellow and black warning bands. Its hind legs are grotesquely oversized, its mouthparts grind sideways and never stop moving, individual facets of its compound eyes are large enough to each hold a distinct reflection, its antennae are cropped short and blunt, and its wing cases bear a repeating mark like a tally. As a Insect creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings. On a solid flat chroma-key magenta background, just the creature and nothing else. Full body, centered, painterly dark-fantasy illustration, dramatic rim lighting with clear mid-key exposure, vivid readable colors, one single cohesive creature, no text, no props, no scenery. No floating or detached parts.",codex/images/DFMC-113.png,Swarm Thicket,approved,bg_approved,A,not_imported,
DFMC-114,LOCUST,3,Locust,Insect,,,"Magenta (255,0,255)",Rare,71;83;94,Outdoors,DFMC-113,,,9,3,3,7,A single drone of a distributed swarm-mind; killing one summons more.,"Generated from the Stage 2 reference image: the final form evolution version of this creature on the same chroma magenta background, just the creature and nothing else. As a Insect creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings.",codex/images/DFMC-114.png,Swarm Thicket,approved,bg_approved,A,not_imported,
DFMC-115,VESPERA,1,Vespid,Insect,Fungal,,"Magenta (255,0,255)",Super Rare,4;19,Outdoors,,DFMC-116,38,9,3,8,4,"A wasp-queen half-consumed by fungus, still commanding her swarm.","The infant VESPID form of this fungus-ridden wasp: a small larval wasp-drone closely matching the anatomy, palette and distinctive features of its adult form — the same chitin coloring and fungal growths in miniature, stubby translucent wings, oversized compound eyes, a few young mushroom caps budding from its thorax, unmistakably the same species. As a Insect/Fungal creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings; and clustered mushroom caps, spreading spores, mottled fungal growth and mycelial threads. On a plain flat pure-white seamless backdrop, just the creature and nothing else — NO floor, NO ground plane, NO surface, NO ground-cast shadow, the creature is not standing on anything. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-115.png,Swarm Thicket,approved,crop_approved,A,not_imported,
DFMC-116,VESPERA,2,Cordyceps,Insect,Fungal,,"Magenta (255,0,255)",Super Rare,37;53,Fishing,DFMC-115,DFMC-117,70,9,3,8,4,"A wasp-queen half-consumed by fungus, still commanding her swarm.","A younger mid-stage version of a fungus-consumed wasp-queen: a large wasp-creature only partly overtaken by pale fungus, a few cordyceps stalks and small mushroom caps erupting from its thorax, still more insect than fungus, chitinous and winged — clearly a younger form than the fully fungus-consumed final stage. As a Insect/Fungal creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings, clustered mushroom caps, spreading spores, mottled fungal growth and mycelial threads. On a plain flat dark charcoal #141414 seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-116.png,Swarm Thicket,approved,crop_approved,A,not_imported,
